Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
1500,1,103.4842,0.0421,90.021,93.349,95.29,96.318,97.901,98.969,100.546,103.484,106.423,108,109.068,110.65,111.678,113.619,116.947
1501,1,103.5034,0.04211,90.035,93.364,95.306,96.334,97.918,98.986,100.564,103.503,106.443,108.021,109.089,110.673,111.701,113.643,116.972
1502,1,103.5225,0.04211,90.051,93.381,95.323,96.352,97.936,99.004,100.582,103.523,106.463,108.041,109.109,110.693,111.722,113.664,116.994
1503,1,103.5417,0.04212,90.065,93.396,95.339,96.368,97.953,99.022,100.6,103.542,106.483,108.062,109.131,110.715,111.744,113.687,117.019
1504,1,103.5608,0.04212,90.081,93.413,95.357,96.386,97.971,99.04,100.619,103.561,106.503,108.082,109.151,110.736,111.765,113.708,117.04
1505,1,103.58,0.04212,90.098,93.431,95.374,96.404,97.989,99.058,100.637,103.58,106.523,108.102,109.171,110.756,111.786,113.729,117.062
1506,1,103.5991,0.04213,90.111,93.445,95.39,96.42,98.006,99.075,100.655,103.599,106.543,108.123,109.193,110.778,111.808,113.753,117.087
1507,1,103.6183,0.04213,90.128,93.463,95.408,96.438,98.024,99.094,100.674,103.618,106.563,108.143,109.213,110.799,111.829,113.774,117.109
1508,1,103.6374,0.04214,90.141,93.478,95.423,96.454,98.041,99.111,100.692,103.637,106.583,108.164,109.234,110.821,111.851,113.797,117.133
1509,1,103.6565,0.04214,90.158,93.495,95.441,96.472,98.059,99.129,100.71,103.657,106.603,108.184,109.254,110.841,111.872,113.818,117.155
1510,1,103.6756,0.04215,90.172,93.51,95.457,96.488,98.075,99.146,100.728,103.676,106.623,108.205,109.276,110.863,111.895,113.842,117.18
1511,1,103.6947,0.04215,90.188,93.527,95.474,96.505,98.093,99.165,100.747,103.695,106.643,108.225,109.296,110.884,111.915,113.863,117.201
1512,1,103.7138,0.04216,90.202,93.542,95.49,96.522,98.11,99.182,100.765,103.714,106.663,108.246,109.317,110.906,111.938,113.886,117.226
1513,1,103.7329,0.04216,90.218,93.559,95.507,96.539,98.128,99.2,100.783,103.733,106.683,108.266,109.338,110.926,111.958,113.907,117.248
1514,1,103.752,0.04216,90.235,93.576,95.525,96.557,98.146,99.218,100.802,103.752,106.702,108.286,109.358,110.947,111.979,113.928,117.269
1515,1,103.7711,0.04217,90.248,93.591,95.541,96.573,98.163,99.236,100.82,103.771,106.723,108.307,109.379,110.969,112.002,113.951,117.294
1516,1,103.7902,0.04217,90.265,93.608,95.558,96.591,98.181,99.254,100.838,103.79,106.742,108.326,109.399,110.989,112.022,113.972,117.316
1517,1,103.8092,0.04218,90.278,93.623,95.574,96.607,98.198,99.271,100.856,103.809,106.763,108.347,109.421,111.011,112.045,113.996,117.34
1518,1,103.8283,0.04218,90.295,93.64,95.591,96.625,98.216,99.289,100.874,103.828,106.782,108.367,109.441,111.032,112.065,114.016,117.362
1519,1,103.8473,0.04219,90.308,93.655,95.607,96.641,98.232,99.306,100.892,103.847,106.802,108.388,109.462,111.054,112.088,114.04,117.387
1520,1,103.8664,0.04219,90.325,93.672,95.625,96.658,98.25,99.325,100.911,103.866,106.822,108.408,109.482,111.074,112.108,114.061,117.408
1521,1,103.8854,0.0422,90.338,93.687,95.64,96.674,98.267,99.342,100.928,103.885,106.842,108.429,109.504,111.096,112.131,114.084,117.433
1522,1,103.9045,0.0422,90.355,93.704,95.658,96.692,98.285,99.36,100.947,103.905,106.862,108.449,109.524,111.117,112.151,114.105,117.454
1523,1,103.9235,0.0422,90.371,93.721,95.675,96.71,98.303,99.378,100.965,103.924,106.882,108.469,109.544,111.137,112.172,114.126,117.476
1524,1,103.9425,0.04221,90.384,93.736,95.691,96.726,98.32,99.395,100.983,103.943,106.902,108.49,109.565,111.159,112.194,114.149,117.501
1525,1,103.9616,0.04221,90.401,93.753,95.708,96.744,98.338,99.414,101.002,103.962,106.921,108.51,109.585,111.18,112.215,114.17,117.522
1526,1,103.9806,0.04222,90.414,93.768,95.724,96.76,98.355,99.431,101.02,103.981,106.942,108.531,109.607,111.202,112.237,114.193,117.547
1527,1,103.9996,0.04222,90.431,93.785,95.741,96.777,98.372,99.449,101.038,104,106.961,108.55,109.627,111.222,112.258,114.214,117.568
1528,1,104.0186,0.04223,90.444,93.8,95.757,96.793,98.389,99.466,101.056,104.019,106.981,108.571,109.648,111.244,112.28,114.238,117.593
1529,1,104.0376,0.04223,90.461,93.817,95.774,96.811,98.407,99.484,101.074,104.038,107.001,108.591,109.668,111.264,112.301,114.258,117.615
1530,1,104.0565,0.04224,90.474,93.831,95.79,96.827,98.424,99.501,101.092,104.057,107.021,108.612,109.689,111.286,112.323,114.282,117.639
1531,1,104.0755,0.04224,90.49,93.849,95.807,96.844,98.442,99.519,101.11,104.076,107.041,108.632,109.709,111.307,112.344,114.302,117.661
1532,1,104.0945,0.04224,90.507,93.866,95.825,96.862,98.46,99.537,101.129,104.095,107.06,108.652,109.729,111.327,112.364,114.323,117.682
1533,1,104.1135,0.04225,90.52,93.88,95.84,96.878,98.476,99.554,101.147,104.114,107.08,108.673,109.751,111.349,112.387,114.347,117.707
1534,1,104.1324,0.04225,90.537,93.897,95.858,96.896,98.494,99.573,101.165,104.132,107.1,108.692,109.771,111.369,112.407,114.367,117.728
1535,1,104.1514,0.04226,90.55,93.912,95.873,96.912,98.511,99.59,101.183,104.151,107.12,108.713,109.792,111.391,112.43,114.391,117.753
1536,1,104.1703,0.04226,90.566,93.929,95.891,96.929,98.529,99.608,101.201,104.17,107.14,108.733,109.812,111.411,112.45,114.411,117.774
1537,1,104.1893,0.04227,90.58,93.944,95.906,96.945,98.545,99.625,101.219,104.189,107.16,108.754,109.833,111.433,112.472,114.435,117.799
1538,1,104.2082,0.04227,90.596,93.961,95.924,96.963,98.563,99.643,101.237,104.208,107.179,108.774,109.853,111.454,112.493,114.455,117.82
1539,1,104.2271,0.04227,90.613,93.978,95.941,96.98,98.581,99.661,101.256,104.227,107.199,108.793,109.873,111.474,112.513,114.476,117.842
1540,1,104.2461,0.04228,90.626,93.993,95.956,96.996,98.598,99.678,101.273,104.246,107.219,108.814,109.895,111.496,112.536,114.5,117.866
1541,1,104.265,0.04228,90.642,94.01,95.974,97.014,98.616,99.696,101.292,104.265,107.238,108.834,109.914,111.516,112.556,114.52,117.888
1542,1,104.2839,0.04229,90.655,94.024,95.989,97.03,98.632,99.713,101.309,104.284,107.259,108.855,109.936,111.538,112.579,114.543,117.912
1543,1,104.3028,0.04229,90.672,94.041,96.007,97.047,98.65,99.731,101.328,104.303,107.278,108.874,109.956,111.558,112.599,114.564,117.934
1544,1,104.3217,0.0423,90.685,94.056,96.022,97.063,98.666,99.748,101.345,104.322,107.298,108.895,109.977,111.58,112.621,114.587,117.958
1545,1,104.3406,0.0423,90.702,94.073,96.04,97.081,98.684,99.766,101.364,104.341,107.318,108.915,109.997,111.6,112.642,114.608,117.98
1546,1,104.3595,0.04231,90.715,94.088,96.055,97.097,98.701,99.783,101.381,104.36,107.338,108.936,110.018,111.622,112.664,114.631,118.004
1547,1,104.3784,0.04231,90.731,94.105,96.072,97.114,98.719,99.801,101.4,104.378,107.357,108.956,110.038,111.642,112.684,114.652,118.026
1548,1,104.3972,0.04231,90.748,94.122,96.09,97.132,98.737,99.819,101.418,104.397,107.376,108.975,110.058,111.663,112.705,114.673,118.047
1549,1,104.4161,0.04232,90.761,94.136,96.105,97.148,98.753,99.836,101.436,104.416,107.397,108.996,110.079,111.685,112.727,114.696,118.071
1550,1,104.435,0.04232,90.777,94.153,96.122,97.165,98.771,99.854,101.454,104.435,107.416,109.016,110.099,111.705,112.748,114.717,118.093
1551,1,104.4538,0.04233,90.79,94.168,96.138,97.181,98.787,99.871,101.472,104.454,107.436,109.036,110.12,111.727,112.77,114.74,118.117
1552,1,104.4727,0.04233,90.807,94.185,96.155,97.199,98.805,99.889,101.49,104.473,107.456,109.056,110.14,111.747,112.79,114.761,118.139
1553,1,104.4915,0.04234,90.82,94.199,96.171,97.214,98.822,99.906,101.507,104.492,107.476,109.077,110.161,111.769,112.812,114.784,118.163
1554,1,104.5104,0.04234,90.836,94.216,96.188,97.232,98.84,99.924,101.526,104.51,107.495,109.097,110.181,111.789,112.833,114.804,118.185
1555,1,104.5292,0.04234,90.853,94.233,96.205,97.249,98.857,99.942,101.544,104.529,107.514,109.116,110.201,111.809,112.853,114.825,118.206
1556,1,104.548,0.04235,90.866,94.248,96.221,97.265,98.874,99.959,101.562,104.548,107.534,109.137,110.222,111.831,112.875,114.848,118.23
1557,1,104.5668,0.04235,90.882,94.265,96.238,97.283,98.892,99.977,101.58,104.567,107.554,109.157,110.242,111.851,112.896,114.869,118.252
1558,1,104.5856,0.04236,90.895,94.279,96.253,97.298,98.908,99.994,101.597,104.586,107.574,109.177,110.263,111.873,112.918,114.892,118.276
1559,1,104.6045,0.04236,90.912,94.296,96.271,97.316,98.926,100.012,101.616,104.605,107.593,109.197,110.283,111.893,112.938,114.913,118.297
1560,1,104.6233,0.04237,90.925,94.311,96.286,97.332,98.942,100.029,101.633,104.623,107.613,109.218,110.304,111.915,112.961,114.936,118.322
1561,1,104.6421,0.04237,90.941,94.328,96.303,97.349,98.96,100.047,101.652,104.642,107.633,109.237,110.324,111.935,112.981,114.956,118.343
1562,1,104.6608,0.04238,90.954,94.342,96.318,97.365,98.976,100.064,101.669,104.661,107.653,109.258,110.345,111.957,113.003,114.979,118.368
1563,1,104.6796,0.04238,90.97,94.359,96.336,97.383,98.994,100.082,101.687,104.68,107.672,109.278,110.365,111.977,113.023,115,118.389
1564,1,104.6984,0.04238,90.987,94.376,96.353,97.4,99.012,100.1,101.706,104.698,107.691,109.297,110.385,111.997,113.044,115.021,118.41
1565,1,104.7172,0.04239,91,94.391,96.368,97.416,99.028,100.117,101.723,104.717,107.711,109.318,110.406,112.019,113.066,115.044,118.435
1566,1,104.736,0.04239,91.016,94.408,96.386,97.433,99.046,100.134,101.741,104.736,107.731,109.338,110.426,112.039,113.086,115.064,118.456
1567,1,104.7547,0.0424,91.029,94.422,96.401,97.449,99.063,100.151,101.759,104.755,107.751,109.358,110.447,112.06,113.108,115.087,118.48
1568,1,104.7735,0.0424,91.045,94.439,96.418,97.466,99.08,100.169,101.777,104.774,107.77,109.378,110.467,112.081,113.129,115.108,118.502
1569,1,104.7922,0.04241,91.058,94.453,96.434,97.482,99.097,100.186,101.795,104.792,107.79,109.398,110.488,112.102,113.151,115.131,118.526
1570,1,104.811,0.04241,91.075,94.47,96.451,97.5,99.114,100.204,101.813,104.811,107.809,109.418,110.508,112.122,113.171,115.152,118.547
1571,1,104.8297,0.04241,91.091,94.487,96.468,97.517,99.132,100.222,101.831,104.83,107.828,109.438,110.527,112.142,113.191,115.172,118.568
1572,1,104.8484,0.04242,91.104,94.502,96.483,97.533,99.148,100.239,101.848,104.848,107.848,109.458,110.548,112.164,113.214,115.195,118.593
1573,1,104.8672,0.04242,91.12,94.519,96.501,97.55,99.166,100.257,101.867,104.867,107.868,109.478,110.568,112.184,113.234,115.216,118.614
1574,1,104.8859,0.04243,91.133,94.533,96.516,97.566,99.183,100.273,101.884,104.886,107.888,109.498,110.589,112.206,113.256,115.239,118.638
1575,1,104.9046,0.04243,91.15,94.55,96.533,97.583,99.2,100.291,101.902,104.905,107.907,109.518,110.609,112.226,113.276,115.259,118.66
1576,1,104.9233,0.04244,91.163,94.564,96.548,97.599,99.217,100.308,101.92,104.923,107.927,109.538,110.63,112.248,113.298,115.282,118.684
1577,1,104.942,0.04244,91.179,94.581,96.565,97.616,99.234,100.326,101.938,104.942,107.946,109.558,110.65,112.268,113.319,115.303,118.705
1578,1,104.9607,0.04244,91.195,94.598,96.583,97.634,99.252,100.344,101.956,104.961,107.965,109.578,110.669,112.288,113.339,115.323,118.726
1579,1,104.9794,0.04245,91.208,94.612,96.598,97.649,99.268,100.361,101.974,104.979,107.985,109.598,110.69,112.309,113.361,115.346,118.751
1580,1,104.9981,0.04245,91.224,94.629,96.615,97.667,99.286,100.379,101.992,104.998,108.004,109.618,110.71,112.329,113.381,115.367,118.772
1581,1,105.0167,0.04246,91.237,94.643,96.63,97.682,99.302,100.395,102.009,105.017,108.024,109.638,110.731,112.351,113.403,115.39,118.796
1582,1,105.0354,0.04246,91.254,94.66,96.647,97.7,99.32,100.413,102.027,105.035,108.043,109.658,110.751,112.371,113.423,115.41,118.817
1583,1,105.0541,0.04247,91.267,94.675,96.663,97.715,99.336,100.43,102.045,105.054,108.063,109.678,110.772,112.393,113.446,115.433,118.842
1584,1,105.0727,0.04247,91.283,94.692,96.68,97.733,99.354,100.448,102.063,105.073,108.083,109.698,110.792,112.413,113.466,115.454,118.863
1585,1,105.0914,0.04247,91.299,94.708,96.697,97.75,99.372,100.466,102.081,105.091,108.102,109.717,110.811,112.433,113.486,115.474,118.884
1586,1,105.11,0.04248,91.312,94.723,96.712,97.766,99.388,100.482,102.098,105.11,108.122,109.738,110.832,112.454,113.508,115.497,118.908
1587,1,105.1287,0.04248,91.328,94.74,96.729,97.783,99.405,100.5,102.117,105.129,108.141,109.757,110.852,112.474,113.528,115.518,118.929
1588,1,105.1473,0.04249,91.341,94.754,96.744,97.799,99.422,100.517,102.134,105.147,108.161,109.778,110.873,112.496,113.55,115.541,118.954
1589,1,105.166,0.04249,91.357,94.771,96.762,97.816,99.439,100.535,102.152,105.166,108.18,109.797,110.893,112.516,113.57,115.561,118.975
1590,1,105.1846,0.0425,91.37,94.785,96.777,97.832,99.456,100.551,102.169,105.185,108.2,109.818,110.914,112.538,113.592,115.584,118.999
1591,1,105.2032,0.0425,91.386,94.802,96.794,97.849,99.473,100.569,102.187,105.203,108.219,109.837,110.933,112.558,113.612,115.605,119.02
1592,1,105.2218,0.0425,91.403,94.819,96.811,97.866,99.491,100.587,102.206,105.222,108.238,109.857,110.953,112.577,113.633,115.625,119.041
1593,1,105.2404,0.04251,91.415,94.833,96.826,97.882,99.507,100.604,102.223,105.24,108.258,109.877,110.974,112.599,113.655,115.648,119.065
1594,1,105.259,0.04251,91.432,94.85,96.843,97.899,99.525,100.621,102.241,105.259,108.277,109.897,110.993,112.619,113.675,115.668,119.086
1595,1,105.2776,0.04252,91.444,94.864,96.858,97.915,99.541,100.638,102.258,105.278,108.297,109.917,111.014,112.641,113.697,115.691,119.111
1596,1,105.2962,0.04252,91.461,94.881,96.876,97.932,99.558,100.656,102.276,105.296,108.316,109.937,111.034,112.661,113.717,115.712,119.132
1597,1,105.3148,0.04253,91.474,94.895,96.891,97.947,99.575,100.673,102.294,105.315,108.336,109.957,111.055,112.682,113.739,115.735,119.156
1598,1,105.3334,0.04253,91.49,94.912,96.908,97.965,99.592,100.69,102.312,105.333,108.355,109.976,111.075,112.702,113.759,115.755,119.177
1599,1,105.352,0.04253,91.506,94.929,96.925,97.982,99.61,100.708,102.33,105.352,108.374,109.996,111.094,112.722,113.779,115.775,119.198
1600,1,105.3705,0.04254,91.519,94.943,96.94,97.998,99.626,100.725,102.347,105.371,108.394,110.016,111.115,112.743,113.801,115.798,119.222
1601,1,105.3891,0.04254,91.535,94.959,96.957,98.015,99.644,100.743,102.365,105.389,108.413,110.036,111.135,112.763,113.821,115.819,119.243
1602,1,105.4076,0.04255,91.548,94.974,96.972,98.03,99.66,100.759,102.382,105.408,108.433,110.056,111.155,112.785,113.843,115.841,119.268
1603,1,105.4262,0.04255,91.564,94.99,96.989,98.048,99.677,100.777,102.401,105.426,108.452,110.076,111.175,112.805,113.863,115.862,119.289
1604,1,105.4447,0.04256,91.577,95.005,97.004,98.063,99.693,100.793,102.418,105.445,108.472,110.096,111.196,112.826,113.885,115.885,119.313
1605,1,105.4633,0.04256,91.593,95.021,97.021,98.08,99.711,100.811,102.436,105.463,108.491,110.115,111.216,112.846,113.905,115.905,119.334
1606,1,105.4818,0.04256,91.609,95.038,97.038,98.098,99.729,100.829,102.454,105.482,108.51,110.135,111.235,112.866,113.925,115.925,119.355
1607,1,105.5003,0.04257,91.622,95.052,97.053,98.113,99.745,100.846,102.471,105.5,108.53,110.155,111.256,112.888,113.947,115.948,119.379
1608,1,105.5189,0.04257,91.638,95.069,97.07,98.13,99.762,100.863,102.489,105.519,108.549,110.174,111.276,112.907,113.967,115.969,119.4
1609,1,105.5374,0.04258,91.651,95.083,97.086,98.146,99.778,100.88,102.506,105.537,108.568,110.195,111.296,112.929,113.989,115.992,119.424
1610,1,105.5559,0.04258,91.667,95.1,97.103,98.163,99.796,100.898,102.524,105.556,108.587,110.214,111.316,112.949,114.009,116.012,119.445
1611,1,105.5744,0.04259,91.679,95.114,97.118,98.178,99.812,100.914,102.542,105.574,108.607,110.235,111.337,112.97,114.031,116.035,119.469
1612,1,105.5929,0.04259,91.696,95.131,97.135,98.196,99.83,100.932,102.56,105.593,108.626,110.254,111.356,112.99,114.051,116.055,119.49
1613,1,105.6114,0.04259,91.712,95.148,97.152,98.213,99.847,100.95,102.578,105.611,108.645,110.273,111.376,113.01,114.071,116.075,119.511
1614,1,105.6299,0.0426,91.724,95.162,97.167,98.228,99.863,100.966,102.595,105.63,108.665,110.294,111.397,113.031,114.093,116.098,119.535
1615,1,105.6483,0.0426,91.74,95.178,97.184,98.245,99.881,100.984,102.613,105.648,108.684,110.313,111.416,113.051,114.113,116.118,119.556
1616,1,105.6668,0.04261,91.753,95.193,97.199,98.261,99.897,101,102.63,105.667,108.704,110.333,111.437,113.073,114.135,116.141,119.58
1617,1,105.6853,0.04261,91.769,95.209,97.216,98.278,99.914,101.018,102.648,105.685,108.723,110.353,111.456,113.092,114.155,116.161,119.601
1618,1,105.7037,0.04262,91.782,95.223,97.231,98.293,99.93,101.034,102.665,105.704,108.742,110.373,111.477,113.114,114.177,116.184,119.625
1619,1,105.7222,0.04262,91.798,95.24,97.248,98.311,99.948,101.052,102.683,105.722,108.761,110.392,111.497,113.134,114.197,116.204,119.646
1620,1,105.7406,0.04262,91.814,95.257,97.264,98.328,99.965,101.07,102.701,105.741,108.78,110.411,111.516,113.153,114.217,116.225,119.667
1621,1,105.7591,0.04263,91.827,95.271,97.28,98.343,99.981,101.086,102.718,105.759,108.8,110.432,111.537,113.175,114.239,116.247,119.691
1622,1,105.7775,0.04263,91.843,95.287,97.296,98.36,99.999,101.104,102.736,105.778,108.819,110.451,111.556,113.195,114.259,116.268,119.712
1623,1,105.796,0.04264,91.856,95.302,97.311,98.376,100.015,101.121,102.753,105.796,108.839,110.471,111.577,113.216,114.281,116.29,119.736
1624,1,105.8144,0.04264,91.872,95.318,97.328,98.393,100.032,101.138,102.771,105.814,108.858,110.491,111.597,113.236,114.3,116.311,119.757
1625,1,105.8328,0.04264,91.887,95.335,97.345,98.41,100.05,101.156,102.789,105.833,108.877,110.51,111.616,113.256,114.32,116.331,119.778
1626,1,105.8512,0.04265,91.9,95.349,97.36,98.425,100.066,101.172,102.806,105.851,108.896,110.53,111.637,113.277,114.342,116.354,119.802
1627,1,105.8696,0.04265,91.916,95.365,97.377,98.443,100.083,101.19,102.824,105.87,108.915,110.549,111.656,113.297,114.362,116.374,119.823
1628,1,105.888,0.04266,91.929,95.379,97.392,98.458,100.099,101.206,102.841,105.888,108.935,110.57,111.677,113.318,114.384,116.397,119.847
1629,1,105.9064,0.04266,91.945,95.396,97.409,98.475,100.116,101.224,102.859,105.906,108.954,110.589,111.696,113.338,114.404,116.417,119.868
1630,1,105.9248,0.04267,91.958,95.41,97.424,98.49,100.132,101.24,102.876,105.925,108.973,110.609,111.717,113.359,114.426,116.439,119.892
1631,1,105.9432,0.04267,91.974,95.427,97.441,98.507,100.15,101.258,102.894,105.943,108.992,110.628,111.737,113.379,114.446,116.46,119.913
1632,1,105.9616,0.04267,91.989,95.443,97.458,98.525,100.167,101.275,102.912,105.962,109.011,110.648,111.756,113.399,114.465,116.48,119.934
1633,1,105.98,0.04268,92.002,95.457,97.473,98.54,100.183,101.292,102.929,105.98,109.031,110.668,111.777,113.42,114.487,116.503,119.958
1634,1,105.9983,0.04268,92.018,95.474,97.49,98.557,100.201,101.309,102.947,105.998,109.05,110.687,111.796,113.44,114.507,116.523,119.979
1635,1,106.0167,0.04269,92.031,95.488,97.505,98.572,100.217,101.326,102.964,106.017,109.069,110.707,111.817,113.461,114.529,116.545,120.003
1636,1,106.0351,0.04269,92.047,95.505,97.521,98.589,100.234,101.344,102.982,106.035,109.088,110.727,111.836,113.481,114.549,116.566,120.023
1637,1,106.0534,0.0427,92.059,95.519,97.536,98.605,100.25,101.36,102.999,106.053,109.108,110.747,111.857,113.502,114.571,116.588,120.047
1638,1,106.0718,0.0427,92.075,95.535,97.553,98.622,100.267,101.378,103.017,106.072,109.127,110.766,111.876,113.522,114.59,116.608,120.068
1639,1,106.0901,0.0427,92.091,95.552,97.57,98.639,100.285,101.395,103.035,106.09,109.146,110.785,111.896,113.541,114.61,116.629,120.089
1640,1,106.1084,0.04271,92.104,95.566,97.585,98.654,100.301,101.411,103.052,106.108,109.165,110.805,111.916,113.563,114.632,116.651,120.113
1641,1,106.1268,0.04271,92.12,95.582,97.602,98.671,100.318,101.429,103.07,106.127,109.184,110.825,111.936,113.582,114.652,116.671,120.134
1642,1,106.1451,0.04272,92.132,95.596,97.617,98.686,100.334,101.445,103.087,106.145,109.204,110.845,111.956,113.604,114.674,116.694,120.158
1643,1,106.1634,0.04272,92.148,95.613,97.633,98.703,100.351,101.463,103.104,106.163,109.222,110.864,111.976,113.623,114.693,116.714,120.179
1644,1,106.1817,0.04272,92.164,95.629,97.65,98.721,100.368,101.48,103.122,106.182,109.241,110.883,111.995,113.643,114.713,116.734,120.199
1645,1,106.2,0.04273,92.177,95.643,97.665,98.736,100.384,101.497,103.139,106.2,109.261,110.903,112.016,113.664,114.735,116.757,120.223
1646,1,106.2183,0.04273,92.193,95.66,97.682,98.753,100.402,101.514,103.157,106.218,109.28,110.922,112.035,113.684,114.755,116.777,120.244
1647,1,106.2366,0.04274,92.205,95.674,97.697,98.768,100.418,101.531,103.174,106.237,109.299,110.943,112.056,113.705,114.776,116.8,120.268
1648,1,106.2549,0.04274,92.221,95.69,97.714,98.785,100.435,101.548,103.192,106.255,109.318,110.962,112.075,113.725,114.796,116.82,120.289
1649,1,106.2732,0.04275,92.234,95.704,97.728,98.8,100.451,101.564,103.209,106.273,109.338,110.982,112.096,113.746,114.818,116.842,120.313
1650,1,106.2915,0.04275,92.25,95.721,97.745,98.817,100.468,101.582,103.227,106.292,109.356,111.001,112.115,113.766,114.838,116.862,120.333
1651,1,106.3097,0.04275,92.265,95.737,97.762,98.834,100.485,101.599,103.244,106.31,109.375,111.02,112.134,113.785,114.857,116.882,120.354
1652,1,106.328,0.04276,92.278,95.751,97.777,98.85,100.501,101.616,103.261,106.328,109.395,111.04,112.155,113.806,114.879,116.905,120.378
1653,1,106.3463,0.04276,92.294,95.768,97.794,98.867,100.519,101.633,103.279,106.346,109.413,111.059,112.174,113.826,114.899,116.925,120.399
1654,1,106.3645,0.04277,92.306,95.781,97.808,98.882,100.534,101.65,103.296,106.365,109.433,111.079,112.195,113.847,114.921,116.948,120.423
1655,1,106.3828,0.04277,92.322,95.798,97.825,98.899,100.552,101.667,103.314,106.383,109.452,111.099,112.214,113.867,114.94,116.968,120.443
1656,1,106.401,0.04277,92.338,95.814,97.842,98.916,100.569,101.684,103.332,106.401,109.47,111.118,112.233,113.886,114.96,116.988,120.464
1657,1,106.4192,0.04278,92.351,95.828,97.857,98.931,100.585,101.701,103.349,106.419,109.49,111.138,112.254,113.908,114.982,117.01,120.488
1658,1,106.4375,0.04278,92.366,95.845,97.874,98.948,100.602,101.718,103.366,106.438,109.509,111.157,112.273,113.927,115.001,117.03,120.509
1659,1,106.4557,0.04279,92.379,95.859,97.888,98.963,100.618,101.734,103.383,106.456,109.528,111.177,112.293,113.948,115.023,117.053,120.532
1660,1,106.4739,0.04279,92.395,95.875,97.905,98.98,100.635,101.752,103.401,106.474,109.547,111.196,112.313,113.968,115.043,117.073,120.553
1661,1,106.4921,0.0428,92.407,95.889,97.92,98.995,100.651,101.768,103.418,106.492,109.566,111.216,112.333,113.989,115.064,117.095,120.577
1662,1,106.5103,0.0428,92.423,95.905,97.936,99.012,100.668,101.786,103.436,106.51,109.585,111.235,112.352,114.009,115.084,117.115,120.598
1663,1,106.5285,0.0428,92.439,95.922,97.953,99.029,100.685,101.803,103.453,106.529,109.604,111.254,112.372,114.028,115.104,117.135,120.618
1664,1,106.5467,0.04281,92.451,95.936,97.968,99.044,100.701,101.819,103.47,106.547,109.623,111.274,112.392,114.049,115.125,117.158,120.642
1665,1,106.5649,0.04281,92.467,95.952,97.985,99.061,100.718,101.837,103.488,106.565,109.642,111.293,112.411,114.069,115.145,117.178,120.663
1666,1,106.5831,0.04282,92.48,95.966,97.999,99.076,100.734,101.853,103.505,106.583,109.661,111.313,112.432,114.09,115.167,117.2,120.687
1667,1,106.6013,0.04282,92.495,95.982,98.016,99.093,100.751,101.87,103.522,106.601,109.68,111.332,112.451,114.11,115.186,117.22,120.707
1668,1,106.6195,0.04282,92.511,95.999,98.033,99.11,100.769,101.888,103.54,106.62,109.699,111.351,112.47,114.129,115.206,117.24,120.728
1669,1,106.6376,0.04283,92.524,96.012,98.047,99.125,100.784,101.904,103.557,106.638,109.718,111.371,112.491,114.15,115.228,117.263,120.752
1670,1,106.6558,0.04283,92.539,96.029,98.064,99.142,100.802,101.921,103.575,106.656,109.737,111.39,112.51,114.17,115.247,117.283,120.772
1671,1,106.6739,0.04284,92.552,96.043,98.079,99.157,100.817,101.937,103.592,106.674,109.756,111.41,112.53,114.191,115.269,117.305,120.796
1672,1,106.6921,0.04284,92.568,96.059,98.096,99.174,100.835,101.955,103.609,106.692,109.775,111.429,112.55,114.21,115.289,117.325,120.817
1673,1,106.7102,0.04285,92.58,96.073,98.11,99.189,100.85,101.971,103.626,106.71,109.794,111.449,112.57,114.231,115.31,117.348,120.84
1674,1,106.7284,0.04285,92.596,96.089,98.127,99.206,100.867,101.988,103.644,106.728,109.813,111.468,112.589,114.251,115.33,117.368,120.861
1675,1,106.7465,0.04285,92.612,96.106,98.144,99.223,100.885,102.006,103.661,106.747,109.832,111.487,112.608,114.27,115.349,117.387,120.881
1676,1,106.7646,0.04286,92.624,96.119,98.158,99.238,100.9,102.022,103.678,106.765,109.851,111.507,112.629,114.291,115.371,117.41,120.905
1677,1,106.7828,0.04286,92.64,96.136,98.175,99.255,100.918,102.039,103.696,106.783,109.87,111.526,112.648,114.311,115.391,117.43,120.926
1678,1,106.8009,0.04287,92.652,96.15,98.19,99.27,100.933,102.056,103.713,106.801,109.889,111.546,112.669,114.332,115.412,117.452,120.95
1679,1,106.819,0.04287,92.668,96.166,98.206,99.287,100.95,102.073,103.73,106.819,109.908,111.565,112.688,114.351,115.432,117.472,120.97
1680,1,106.8371,0.04287,92.684,96.182,98.223,99.303,100.967,102.09,103.748,106.837,109.926,111.584,112.707,114.371,115.451,117.492,120.991
1681,1,106.8552,0.04288,92.696,96.196,98.237,99.319,100.983,102.106,103.765,106.855,109.946,111.604,112.727,114.392,115.473,117.514,121.014
1682,1,106.8733,0.04288,92.712,96.212,98.254,99.335,101,102.124,103.782,106.873,109.964,111.623,112.746,114.411,115.492,117.534,121.035
1683,1,106.8914,0.04289,92.724,96.226,98.269,99.35,101.016,102.14,103.799,106.891,109.984,111.643,112.767,114.432,115.514,117.557,121.059
1684,1,106.9094,0.04289,92.74,96.242,98.285,99.367,101.033,102.157,103.817,106.909,110.002,111.662,112.786,114.452,115.533,117.577,121.079
1685,1,106.9275,0.04289,92.755,96.259,98.302,99.384,101.05,102.174,103.834,106.928,110.021,111.681,112.805,114.471,115.553,117.596,121.1
