Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
180,0.1269,7.9002,0.10965,5.588,6.096,6.41,6.583,6.856,7.046,7.334,7.9,8.504,8.844,9.081,9.442,9.684,10.155,11.008
181,0.1264,7.9131,0.10962,5.597,6.106,6.421,6.594,6.867,7.057,7.347,7.913,8.517,8.858,9.095,9.457,9.699,10.171,11.026
182,0.126,7.926,0.10959,5.607,6.117,6.432,6.605,6.879,7.069,7.359,7.926,8.531,8.872,9.11,9.472,9.715,10.187,11.043
183,0.1256,7.9389,0.10957,5.617,6.127,6.443,6.616,6.89,7.081,7.371,7.939,8.545,8.887,9.125,9.488,9.73,10.203,11.06
184,0.1251,7.9516,0.10954,5.627,6.137,6.454,6.627,6.902,7.092,7.383,7.952,8.558,8.9,9.139,9.502,9.745,10.219,11.077
185,0.1247,7.9643,0.10951,5.636,6.148,6.464,6.638,6.913,7.104,7.395,7.964,8.572,8.914,9.153,9.517,9.76,10.235,11.094
186,0.1243,7.977,0.10949,5.646,6.158,6.475,6.649,6.924,7.115,7.407,7.977,8.586,8.929,9.168,9.532,9.776,10.25,11.112
187,0.1239,7.9895,0.10946,5.655,6.168,6.486,6.659,6.935,7.127,7.418,7.99,8.599,8.942,9.182,9.547,9.791,10.266,11.128
188,0.1235,8.0021,0.10944,5.665,6.178,6.496,6.67,6.946,7.138,7.43,8.002,8.612,8.956,9.196,9.562,9.806,10.282,11.145
189,0.123,8.0145,0.10942,5.674,6.188,6.507,6.681,6.957,7.15,7.442,8.015,8.625,8.97,9.21,9.576,9.821,10.297,11.162
190,0.1226,8.0269,0.1094,5.683,6.198,6.517,6.691,6.968,7.161,7.453,8.027,8.639,8.984,9.224,9.591,9.836,10.313,11.179
191,0.1222,8.0392,0.10937,5.693,6.208,6.527,6.702,6.979,7.172,7.465,8.039,8.652,8.997,9.238,9.605,9.85,10.328,11.196
192,0.1218,8.0515,0.10935,5.702,6.218,6.538,6.713,6.99,7.183,7.477,8.052,8.665,9.011,9.252,9.619,9.865,10.344,11.212
193,0.1214,8.0637,0.10933,5.711,6.228,6.548,6.723,7.001,7.194,7.488,8.064,8.678,9.024,9.266,9.634,9.88,10.359,11.229
194,0.121,8.0759,0.10931,5.72,6.238,6.558,6.734,7.012,7.205,7.499,8.076,8.691,9.038,9.279,9.648,9.894,10.374,11.245
195,0.1206,8.0879,0.10929,5.729,6.247,6.568,6.744,7.022,7.216,7.511,8.088,8.704,9.051,9.293,9.662,9.909,10.39,11.262
196,0.1201,8.1,0.10927,5.738,6.257,6.578,6.754,7.033,7.227,7.522,8.1,8.717,9.064,9.307,9.676,9.923,10.405,11.278
197,0.1197,8.112,0.10925,5.747,6.267,6.588,6.764,7.044,7.238,7.533,8.112,8.73,9.078,9.32,9.69,9.938,10.42,11.294
198,0.1193,8.1239,0.10924,5.756,6.276,6.598,6.775,7.054,7.249,7.544,8.124,8.742,9.091,9.334,9.705,9.952,10.435,11.311
199,0.1189,8.1357,0.10922,5.765,6.286,6.608,6.785,7.065,7.259,7.555,8.136,8.755,9.104,9.347,9.718,9.966,10.45,11.327
200,0.1185,8.1475,0.1092,5.774,6.295,6.618,6.795,7.075,7.27,7.567,8.148,8.767,9.117,9.361,9.732,9.981,10.465,11.343
201,0.1181,8.1593,0.10919,5.782,6.304,6.628,6.805,7.086,7.281,7.578,8.159,8.78,9.13,9.374,9.746,9.995,10.48,11.359
202,0.1177,8.171,0.10917,5.791,6.314,6.638,6.815,7.096,7.291,7.589,8.171,8.793,9.143,9.387,9.76,10.009,10.494,11.375
203,0.1173,8.1826,0.10915,5.8,6.323,6.647,6.825,7.106,7.302,7.599,8.183,8.805,9.156,9.4,9.774,10.023,10.509,11.391
204,0.1169,8.1942,0.10914,5.809,6.332,6.657,6.835,7.116,7.312,7.61,8.194,8.817,9.169,9.414,9.787,10.037,10.524,11.407
205,0.1165,8.2058,0.10913,5.817,6.342,6.667,6.844,7.127,7.323,7.621,8.206,8.83,9.182,9.427,9.801,10.051,10.538,11.423
206,0.1161,8.2173,0.10911,5.826,6.351,6.676,6.854,7.137,7.333,7.632,8.217,8.842,9.194,9.44,9.815,10.065,10.553,11.438
207,0.1157,8.2287,0.1091,5.834,6.36,6.686,6.864,7.147,7.343,7.643,8.229,8.854,9.207,9.453,9.828,10.079,10.567,11.454
208,0.1153,8.2401,0.10908,5.843,6.369,6.695,6.874,7.157,7.354,7.653,8.24,8.866,9.22,9.466,9.841,10.092,10.582,11.47
209,0.1149,8.2514,0.10907,5.851,6.378,6.705,6.883,7.167,7.364,7.664,8.251,8.879,9.232,9.479,9.855,10.106,10.596,11.485
210,0.1145,8.2627,0.10906,5.859,6.387,6.714,6.893,7.177,7.374,7.674,8.263,8.891,9.245,9.492,9.868,10.12,10.611,11.501
211,0.1142,8.2739,0.10905,5.868,6.396,6.723,6.902,7.187,7.384,7.685,8.274,8.903,9.257,9.504,9.882,10.133,10.625,11.516
212,0.1138,8.2851,0.10903,5.876,6.405,6.733,6.912,7.197,7.394,7.695,8.285,8.915,9.27,9.517,9.895,10.147,10.639,11.532
213,0.1134,8.2963,0.10902,5.884,6.414,6.742,6.922,7.206,7.404,7.706,8.296,8.927,9.282,9.53,9.908,10.16,10.653,11.547
214,0.113,8.3074,0.10901,5.893,6.423,6.751,6.931,7.216,7.415,7.716,8.307,8.939,9.294,9.543,9.921,10.174,10.667,11.562
215,0.1126,8.3184,0.109,5.901,6.431,6.76,6.94,7.226,7.424,7.726,8.318,8.95,9.307,9.555,9.934,10.187,10.681,11.578
216,0.1122,8.3294,0.10899,5.909,6.44,6.769,6.95,7.236,7.434,7.737,8.329,8.962,9.319,9.568,9.947,10.201,10.695,11.593
217,0.1118,8.3404,0.10898,5.917,6.449,6.779,6.959,7.245,7.444,7.747,8.34,8.974,9.331,9.58,9.96,10.214,10.709,11.608
218,0.1115,8.3513,0.10897,5.925,6.458,6.788,6.968,7.255,7.454,7.757,8.351,8.986,9.343,9.593,9.973,10.227,10.723,11.623
219,0.1111,8.3621,0.10896,5.933,6.466,6.797,6.977,7.264,7.464,7.767,8.362,8.997,9.355,9.605,9.986,10.24,10.737,11.638
220,0.1107,8.3729,0.10895,5.941,6.475,6.805,6.987,7.274,7.474,7.777,8.373,9.009,9.367,9.617,9.999,10.254,10.751,11.653
221,0.1103,8.3837,0.10894,5.949,6.483,6.814,6.996,7.283,7.483,7.787,8.384,9.02,9.379,9.63,10.011,10.267,10.764,11.668
222,0.1099,8.3944,0.10894,5.957,6.492,6.823,7.005,7.293,7.493,7.797,8.394,9.032,9.391,9.642,10.024,10.28,10.778,11.683
223,0.1096,8.4051,0.10893,5.965,6.5,6.832,7.014,7.302,7.502,7.807,8.405,9.043,9.403,9.654,10.037,10.293,10.792,11.698
224,0.1092,8.4157,0.10892,5.973,6.509,6.841,7.023,7.311,7.512,7.817,8.416,9.055,9.415,9.666,10.05,10.306,10.805,11.712
225,0.1088,8.4263,0.10891,5.98,6.517,6.85,7.032,7.321,7.522,7.827,8.426,9.066,9.427,9.678,10.062,10.319,10.819,11.727
226,0.1084,8.4369,0.10891,5.988,6.525,6.858,7.041,7.33,7.531,7.837,8.437,9.077,9.439,9.69,10.075,10.332,10.833,11.742
227,0.1081,8.4474,0.1089,5.996,6.534,6.867,7.05,7.339,7.541,7.847,8.447,9.089,9.45,9.702,10.087,10.344,10.846,11.757
228,0.1077,8.4578,0.10889,6.004,6.542,6.876,7.058,7.348,7.55,7.857,8.458,9.1,9.462,9.714,10.1,10.357,10.859,11.771
229,0.1073,8.4683,0.10889,6.011,6.55,6.884,7.067,7.358,7.559,7.866,8.468,9.111,9.474,9.726,10.112,10.37,10.873,11.786
230,0.107,8.4787,0.10888,6.019,6.559,6.893,7.076,7.367,7.569,7.876,8.479,9.122,9.485,9.738,10.124,10.383,10.886,11.8
231,0.1066,8.489,0.10887,6.026,6.567,6.902,7.085,7.376,7.578,7.886,8.489,9.133,9.497,9.75,10.137,10.395,10.899,11.814
232,0.1062,8.4993,0.10887,6.034,6.575,6.91,7.094,7.385,7.587,7.895,8.499,9.144,9.508,9.762,10.149,10.408,10.912,11.829
233,0.1059,8.5096,0.10886,6.042,6.583,6.919,7.102,7.394,7.597,7.905,8.51,9.155,9.52,9.774,10.161,10.42,10.926,11.843
234,0.1055,8.5198,0.10886,6.049,6.591,6.927,7.111,7.403,7.606,7.914,8.52,9.166,9.531,9.785,10.173,10.433,10.939,11.858
235,0.1051,8.53,0.10885,6.056,6.599,6.935,7.12,7.412,7.615,7.924,8.53,9.177,9.542,9.797,10.186,10.445,10.952,11.872
236,0.1048,8.5401,0.10885,6.064,6.607,6.944,7.128,7.42,7.624,7.933,8.54,9.188,9.554,9.809,10.198,10.458,10.965,11.886
237,0.1044,8.5502,0.10884,6.071,6.615,6.952,7.137,7.429,7.633,7.943,8.55,9.199,9.565,9.82,10.21,10.47,10.978,11.9
238,0.104,8.5603,0.10884,6.079,6.623,6.96,7.145,7.438,7.642,7.952,8.56,9.21,9.576,9.832,10.222,10.482,10.991,11.914
239,0.1037,8.5704,0.10884,6.086,6.631,6.969,7.154,7.447,7.651,7.962,8.57,9.221,9.588,9.843,10.234,10.495,11.004,11.928
240,0.1033,8.5804,0.10883,6.093,6.639,6.977,7.162,7.456,7.66,7.971,8.58,9.231,9.599,9.855,10.246,10.507,11.017,11.942
241,0.103,8.5903,0.10883,6.1,6.647,6.985,7.17,7.464,7.669,7.98,8.59,9.242,9.61,9.866,10.258,10.519,11.029,11.956
242,0.1026,8.6003,0.10882,6.108,6.655,6.993,7.179,7.473,7.678,7.989,8.6,9.253,9.621,9.878,10.269,10.531,11.042,11.97
243,0.1023,8.6102,0.10882,6.115,6.662,7.001,7.187,7.482,7.687,7.999,8.61,9.263,9.632,9.889,10.281,10.543,11.055,11.984
244,0.1019,8.62,0.10882,6.122,6.67,7.009,7.195,7.49,7.696,8.008,8.62,9.274,9.643,9.9,10.293,10.556,11.068,11.998
245,0.1015,8.6299,0.10882,6.129,6.678,7.018,7.204,7.499,7.704,8.017,8.63,9.285,9.654,9.912,10.305,10.568,11.081,12.012
246,0.1012,8.6397,0.10881,6.137,6.685,7.026,7.212,7.508,7.713,8.026,8.64,9.295,9.665,9.923,10.316,10.58,11.093,12.025
247,0.1008,8.6494,0.10881,6.144,6.693,7.034,7.22,7.516,7.722,8.035,8.649,9.306,9.676,9.934,10.328,10.592,11.106,12.039
248,0.1005,8.6592,0.10881,6.151,6.701,7.042,7.228,7.525,7.731,8.044,8.659,9.316,9.687,9.945,10.34,10.604,11.118,12.053
249,0.1001,8.6689,0.10881,6.158,6.708,7.05,7.237,7.533,7.739,8.053,8.669,9.327,9.698,9.956,10.352,10.616,11.131,12.067
250,0.0998,8.6785,0.10881,6.165,6.716,7.057,7.245,7.542,7.748,8.062,8.679,9.337,9.708,9.968,10.363,10.627,11.143,12.08
251,0.0994,8.6882,0.1088,6.172,6.724,7.066,7.253,7.55,7.757,8.071,8.688,9.347,9.719,9.979,10.375,10.639,11.156,12.094
252,0.0991,8.6978,0.1088,6.179,6.731,7.073,7.261,7.558,7.765,8.08,8.698,9.358,9.73,9.99,10.386,10.651,11.168,12.107
253,0.0987,8.7073,0.1088,6.186,6.739,7.081,7.269,7.567,7.774,8.089,8.707,9.368,9.741,10.001,10.397,10.663,11.18,12.121
254,0.0984,8.7169,0.1088,6.193,6.746,7.089,7.277,7.575,7.782,8.098,8.717,9.378,9.751,10.012,10.409,10.675,11.193,12.134
255,0.0981,8.7264,0.1088,6.199,6.753,7.097,7.285,7.583,7.791,8.107,8.726,9.388,9.762,10.023,10.42,10.686,11.205,12.148
256,0.0977,8.7359,0.1088,6.206,6.761,7.105,7.293,7.592,7.799,8.116,8.736,9.399,9.773,10.034,10.432,10.698,11.217,12.161
257,0.0974,8.7453,0.1088,6.213,6.768,7.112,7.301,7.6,7.808,8.124,8.745,9.409,9.783,10.044,10.443,10.71,11.23,12.175
258,0.097,8.7548,0.1088,6.22,6.776,7.12,7.309,7.608,7.816,8.133,8.755,9.419,9.794,10.055,10.454,10.721,11.242,12.188
259,0.0967,8.7642,0.1088,6.227,6.783,7.128,7.317,7.616,7.825,8.142,8.764,9.429,9.804,10.066,10.466,10.733,11.254,12.201
260,0.0963,8.7735,0.1088,6.234,6.79,7.135,7.324,7.624,7.833,8.151,8.774,9.439,9.815,10.077,10.477,10.744,11.266,12.215
261,0.096,8.7829,0.1088,6.24,6.798,7.143,7.332,7.633,7.841,8.159,8.783,9.449,9.825,10.088,10.488,10.756,11.278,12.228
262,0.0957,8.7922,0.1088,6.247,6.805,7.151,7.34,7.641,7.85,8.168,8.792,9.459,9.836,10.098,10.499,10.767,11.29,12.241
263,0.0953,8.8015,0.1088,6.254,6.812,7.158,7.348,7.649,7.858,8.177,8.802,9.469,9.846,10.109,10.51,10.779,11.303,12.254
264,0.095,8.8107,0.1088,6.261,6.819,7.166,7.356,7.657,7.866,8.185,8.811,9.479,9.856,10.12,10.522,10.79,11.314,12.267
265,0.0947,8.82,0.1088,6.267,6.827,7.173,7.363,7.665,7.875,8.194,8.82,9.489,9.867,10.13,10.533,10.802,11.326,12.28
266,0.0943,8.8292,0.1088,6.274,6.834,7.181,7.371,7.673,7.883,8.202,8.829,9.499,9.877,10.141,10.544,10.813,11.338,12.293
267,0.094,8.8384,0.1088,6.281,6.841,7.188,7.379,7.681,7.891,8.211,8.838,9.509,9.888,10.152,10.555,10.824,11.35,12.306
268,0.0937,8.8475,0.1088,6.287,6.848,7.196,7.387,7.689,7.899,8.219,8.848,9.519,9.898,10.162,10.566,10.836,11.362,12.319
269,0.0933,8.8567,0.1088,6.294,6.855,7.203,7.394,7.697,7.908,8.228,8.857,9.529,9.908,10.173,10.577,10.847,11.374,12.332
270,0.093,8.8658,0.1088,6.3,6.862,7.211,7.402,7.705,7.916,8.236,8.866,9.539,9.918,10.183,10.588,10.858,11.386,12.345
271,0.0927,8.8748,0.1088,6.307,6.87,7.218,7.409,7.713,7.924,8.245,8.875,9.548,9.928,10.194,10.598,10.869,11.398,12.358
272,0.0923,8.8839,0.10881,6.313,6.876,7.226,7.417,7.721,7.932,8.253,8.884,9.558,9.939,10.204,10.61,10.881,11.41,12.371
273,0.092,8.8929,0.10881,6.32,6.884,7.233,7.425,7.728,7.94,8.262,8.893,9.568,9.949,10.215,10.62,10.892,11.421,12.384
274,0.0917,8.9019,0.10881,6.326,6.891,7.24,7.432,7.736,7.948,8.27,8.902,9.577,9.959,10.225,10.631,10.903,11.433,12.397
275,0.0913,8.9109,0.10881,6.333,6.898,7.248,7.44,7.744,7.956,8.278,8.911,9.587,9.969,10.235,10.642,10.914,11.445,12.41
276,0.091,8.9199,0.10881,6.339,6.905,7.255,7.447,7.752,7.964,8.287,8.92,9.597,9.979,10.246,10.653,10.925,11.456,12.422
277,0.0907,8.9288,0.10882,6.346,6.911,7.262,7.455,7.76,7.972,8.295,8.929,9.606,9.989,10.256,10.664,10.936,11.468,12.435
278,0.0904,8.9377,0.10882,6.352,6.918,7.27,7.462,7.767,7.98,8.303,8.938,9.616,9.999,10.266,10.674,10.947,11.48,12.448
279,0.09,8.9466,0.10882,6.359,6.925,7.277,7.469,7.775,7.988,8.311,8.947,9.626,10.009,10.277,10.685,10.958,11.491,12.461
280,0.0897,8.9555,0.10882,6.365,6.932,7.284,7.477,7.783,7.996,8.32,8.956,9.635,10.019,10.287,10.696,10.969,11.503,12.473
281,0.0894,8.9643,0.10882,6.371,6.939,7.291,7.484,7.791,8.004,8.328,8.964,9.645,10.029,10.297,10.706,10.98,11.514,12.486
282,0.0891,8.9731,0.10883,6.378,6.946,7.298,7.492,7.798,8.011,8.336,8.973,9.654,10.039,10.307,10.717,10.991,11.526,12.498
283,0.0887,8.9819,0.10883,6.384,6.953,7.306,7.499,7.806,8.019,8.344,8.982,9.664,10.049,10.317,10.728,11.002,11.537,12.511
284,0.0884,8.9907,0.10883,6.39,6.96,7.313,7.506,7.813,8.027,8.352,8.991,9.673,10.059,10.327,10.738,11.013,11.549,12.523
285,0.0881,8.9995,0.10884,6.396,6.966,7.32,7.514,7.821,8.035,8.361,9,9.683,10.069,10.338,10.749,11.024,11.56,12.536
286,0.0878,9.0082,0.10884,6.403,6.973,7.327,7.521,7.829,8.043,8.369,9.008,9.692,10.078,10.348,10.759,11.034,11.572,12.549
287,0.0875,9.0169,0.10884,6.409,6.98,7.334,7.528,7.836,8.051,8.377,9.017,9.701,10.088,10.358,10.77,11.045,11.583,12.561
288,0.0871,9.0256,0.10884,6.415,6.987,7.341,7.536,7.844,8.058,8.385,9.026,9.711,10.098,10.368,10.78,11.056,11.594,12.573
289,0.0868,9.0342,0.10885,6.421,6.993,7.348,7.543,7.851,8.066,8.393,9.034,9.72,10.108,10.378,10.791,11.067,11.606,12.586
290,0.0865,9.0429,0.10885,6.428,7,7.355,7.55,7.859,8.074,8.401,9.043,9.73,10.117,10.388,10.801,11.077,11.617,12.598
291,0.0862,9.0515,0.10885,6.434,7.007,7.362,7.557,7.866,8.081,8.409,9.052,9.739,10.127,10.398,10.811,11.088,11.628,12.61
292,0.0859,9.0601,0.10886,6.44,7.014,7.369,7.564,7.874,8.089,8.417,9.06,9.748,10.137,10.408,10.822,11.099,11.64,12.623
293,0.0856,9.0687,0.10886,6.446,7.02,7.376,7.571,7.881,8.097,8.425,9.069,9.757,10.146,10.418,10.832,11.109,11.651,12.635
294,0.0852,9.0772,0.10887,6.452,7.027,7.383,7.578,7.889,8.104,8.433,9.077,9.767,10.156,10.428,10.843,11.12,11.662,12.648
295,0.0849,9.0858,0.10887,6.458,7.033,7.39,7.586,7.896,8.112,8.441,9.086,9.776,10.166,10.438,10.853,11.131,11.673,12.66
296,0.0846,9.0943,0.10887,6.465,7.04,7.397,7.593,7.903,8.12,8.448,9.094,9.785,10.175,10.447,10.863,11.141,11.684,12.672
297,0.0843,9.1028,0.10888,6.471,7.047,7.404,7.6,7.911,8.127,8.456,9.103,9.794,10.185,10.457,10.874,11.152,11.696,12.684
298,0.084,9.1113,0.10888,6.477,7.053,7.411,7.607,7.918,8.135,8.464,9.111,9.803,10.194,10.467,10.884,11.162,11.707,12.696
299,0.0837,9.1198,0.10888,6.483,7.06,7.418,7.614,7.926,8.142,8.472,9.12,9.813,10.204,10.477,10.894,11.173,11.718,12.708
300,0.0834,9.1282,0.10889,6.489,7.066,7.425,7.621,7.933,8.15,8.48,9.128,9.822,10.213,10.487,10.904,11.183,11.729,12.721
301,0.0831,9.1366,0.10889,6.495,7.073,7.431,7.628,7.94,8.157,8.488,9.137,9.831,10.223,10.496,10.914,11.194,11.74,12.733
302,0.0827,9.145,0.1089,6.501,7.079,7.438,7.635,7.947,8.165,8.495,9.145,9.84,10.232,10.506,10.925,11.204,11.751,12.745
303,0.0824,9.1534,0.1089,6.507,7.086,7.445,7.642,7.955,8.172,8.503,9.153,9.849,10.242,10.516,10.935,11.215,11.762,12.757
304,0.0821,9.1618,0.1089,6.513,7.092,7.452,7.649,7.962,8.18,8.511,9.162,9.858,10.251,10.526,10.945,11.225,11.773,12.769
305,0.0818,9.1701,0.10891,6.519,7.099,7.459,7.656,7.969,8.187,8.519,9.17,9.867,10.261,10.535,10.955,11.236,11.784,12.781
306,0.0815,9.1785,0.10891,6.525,7.105,7.466,7.663,7.976,8.195,8.527,9.179,9.876,10.27,10.545,10.965,11.246,11.795,12.793
307,0.0812,9.1868,0.10892,6.531,7.112,7.472,7.67,7.984,8.202,8.534,9.187,9.885,10.279,10.555,10.975,11.256,11.806,12.805
308,0.0809,9.1951,0.10892,6.537,7.118,7.479,7.677,7.991,8.209,8.542,9.195,9.894,10.289,10.564,10.985,11.267,11.816,12.817
309,0.0806,9.2034,0.10893,6.542,7.125,7.486,7.684,7.998,8.217,8.55,9.203,9.903,10.298,10.574,10.995,11.277,11.828,12.829
310,0.0803,9.2117,0.10893,6.548,7.131,7.492,7.691,8.005,8.224,8.557,9.212,9.912,10.307,10.584,11.005,11.287,11.838,12.841
311,0.08,9.2199,0.10894,6.554,7.137,7.499,7.697,8.012,8.231,8.565,9.22,9.921,10.317,10.593,11.015,11.298,11.849,12.853
312,0.0797,9.2282,0.10894,6.56,7.144,7.506,7.704,8.019,8.239,8.573,9.228,9.93,10.326,10.603,11.025,11.308,11.86,12.865
313,0.0794,9.2364,0.10894,6.566,7.15,7.513,7.711,8.027,8.246,8.58,9.236,9.939,10.335,10.612,11.035,11.318,11.871,12.876
314,0.0791,9.2446,0.10895,6.572,7.156,7.519,7.718,8.034,8.253,8.588,9.245,9.947,10.345,10.622,11.045,11.328,11.882,12.888
315,0.0788,9.2528,0.10895,6.578,7.163,7.526,7.725,8.041,8.261,8.595,9.253,9.956,10.354,10.631,11.055,11.338,11.892,12.9
316,0.0785,9.261,0.10896,6.584,7.169,7.532,7.732,8.048,8.268,8.603,9.261,9.965,10.363,10.641,11.065,11.349,11.903,12.912
317,0.0782,9.2691,0.10896,6.589,7.175,7.539,7.738,8.055,8.275,8.61,9.269,9.974,10.372,10.65,11.075,11.359,11.914,12.923
318,0.0779,9.2773,0.10897,6.595,7.182,7.546,7.745,8.062,8.282,8.618,9.277,9.983,10.381,10.66,11.085,11.369,11.925,12.935
319,0.0776,9.2854,0.10897,6.601,7.188,7.552,7.752,8.069,8.29,8.626,9.285,9.991,10.39,10.669,11.094,11.379,11.935,12.947
320,0.0773,9.2935,0.10898,6.607,7.194,7.559,7.759,8.076,8.297,8.633,9.294,10,10.4,10.678,11.104,11.389,11.946,12.959
321,0.077,9.3016,0.10898,6.613,7.201,7.565,7.765,8.083,8.304,8.641,9.302,10.009,10.409,10.688,11.114,11.399,11.956,12.97
322,0.0767,9.3097,0.10899,6.618,7.207,7.572,7.772,8.09,8.311,8.648,9.31,10.018,10.418,10.697,11.124,11.41,11.967,12.982
323,0.0764,9.3178,0.10899,6.624,7.213,7.579,7.779,8.097,8.318,8.656,9.318,10.027,10.427,10.707,11.134,11.42,11.978,12.994
324,0.0761,9.3258,0.109,6.63,7.219,7.585,7.785,8.104,8.326,8.663,9.326,10.035,10.436,10.716,11.144,11.43,11.988,13.006
325,0.0758,9.3339,0.10901,6.635,7.225,7.591,7.792,8.111,8.333,8.67,9.334,10.044,10.445,10.725,11.153,11.44,11.999,13.017
326,0.0755,9.3419,0.10901,6.641,7.232,7.598,7.799,8.118,8.34,8.678,9.342,10.053,10.454,10.735,11.163,11.45,12.01,13.029
327,0.0752,9.3499,0.10902,6.647,7.238,7.604,7.805,8.125,8.347,8.685,9.35,10.061,10.463,10.744,11.173,11.46,12.02,13.041
328,0.0749,9.3579,0.10902,6.653,7.244,7.611,7.812,8.132,8.354,8.693,9.358,10.07,10.472,10.753,11.182,11.47,12.031,13.052
329,0.0746,9.3659,0.10903,6.658,7.25,7.617,7.819,8.139,8.361,8.7,9.366,10.079,10.481,10.763,11.192,11.48,12.041,13.064
330,0.0744,9.3739,0.10903,6.664,7.256,7.624,7.825,8.146,8.368,8.708,9.374,10.087,10.49,10.772,11.202,11.49,12.052,13.075
331,0.0741,9.3819,0.10904,6.67,7.262,7.63,7.832,8.152,8.375,8.715,9.382,10.096,10.499,10.781,11.212,11.5,12.062,13.087
332,0.0738,9.3898,0.10904,6.675,7.269,7.637,7.839,8.159,8.382,8.722,9.39,10.104,10.508,10.79,11.221,11.509,12.073,13.098
333,0.0735,9.3978,0.10905,6.681,7.275,7.643,7.845,8.166,8.389,8.73,9.398,10.113,10.517,10.8,11.231,11.52,12.083,13.11
334,0.0732,9.4057,0.10905,6.687,7.281,7.65,7.852,8.173,8.397,8.737,9.406,10.122,10.526,10.809,11.24,11.529,12.094,13.121
335,0.0729,9.4136,0.10906,6.692,7.287,7.656,7.858,8.18,8.404,8.744,9.414,10.13,10.535,10.818,11.25,11.539,12.104,13.133
336,0.0726,9.4215,0.10907,6.698,7.293,7.662,7.865,8.187,8.411,8.752,9.422,10.139,10.544,10.827,11.26,11.549,12.115,13.144
337,0.0723,9.4294,0.10907,6.703,7.299,7.669,7.872,8.194,8.418,8.759,9.429,10.147,10.553,10.836,11.269,11.559,12.125,13.156
338,0.072,9.4373,0.10908,6.709,7.305,7.675,7.878,8.2,8.425,8.766,9.437,10.156,10.562,10.846,11.279,11.569,12.136,13.167
339,0.0718,9.4452,0.10908,6.715,7.311,7.682,7.885,8.207,8.432,8.774,9.445,10.164,10.571,10.855,11.288,11.579,12.146,13.178
340,0.0715,9.453,0.10909,6.72,7.317,7.688,7.891,8.214,8.439,8.781,9.453,10.173,10.58,10.864,11.298,11.589,12.156,13.19
341,0.0712,9.4609,0.1091,6.726,7.323,7.694,7.898,8.221,8.446,8.788,9.461,10.181,10.589,10.873,11.308,11.599,12.167,13.201
342,0.0709,9.4687,0.1091,6.731,7.329,7.701,7.904,8.227,8.452,8.795,9.469,10.19,10.597,10.882,11.317,11.608,12.177,13.213
343,0.0706,9.4765,0.10911,6.737,7.335,7.707,7.911,8.234,8.459,8.802,9.477,10.198,10.606,10.891,11.327,11.618,12.187,13.224
344,0.0703,9.4844,0.10911,6.742,7.341,7.713,7.917,8.241,8.466,8.81,9.484,10.207,10.615,10.9,11.336,11.628,12.198,13.235
345,0.0701,9.4922,0.10912,6.748,7.347,7.719,7.924,8.248,8.473,8.817,9.492,10.215,10.624,10.909,11.346,11.638,12.208,13.247
346,0.0698,9.4999,0.10913,6.753,7.353,7.726,7.93,8.254,8.48,8.824,9.5,10.224,10.633,10.919,11.355,11.647,12.218,13.258
347,0.0695,9.5077,0.10913,6.759,7.359,7.732,7.936,8.261,8.487,8.831,9.508,10.232,10.642,10.927,11.364,11.657,12.228,13.269
348,0.0692,9.5155,0.10914,6.764,7.365,7.738,7.943,8.268,8.494,8.839,9.516,10.24,10.65,10.937,11.374,11.667,12.239,13.281
349,0.0689,9.5232,0.10915,6.77,7.371,7.744,7.949,8.274,8.501,8.846,9.523,10.249,10.659,10.946,11.384,11.677,12.249,13.292
350,0.0686,9.531,0.10915,6.775,7.377,7.751,7.956,8.281,8.508,8.853,9.531,10.257,10.668,10.955,11.393,11.686,12.259,13.303
351,0.0684,9.5387,0.10916,6.781,7.383,7.757,7.962,8.288,8.515,8.86,9.539,10.266,10.677,10.964,11.402,11.696,12.27,13.315
352,0.0681,9.5464,0.10916,6.786,7.389,7.763,7.969,8.295,8.521,8.867,9.546,10.274,10.685,10.973,11.412,11.705,12.28,13.325
353,0.0678,9.5542,0.10917,6.792,7.395,7.77,7.975,8.301,8.528,8.874,9.554,10.282,10.694,10.982,11.421,11.715,12.29,13.337
354,0.0675,9.5619,0.10918,6.797,7.401,7.776,7.981,8.308,8.535,8.881,9.562,10.291,10.703,10.991,11.431,11.725,12.3,13.348
355,0.0672,9.5696,0.10918,6.803,7.407,7.782,7.988,8.315,8.542,8.889,9.57,10.299,10.712,11,11.44,11.734,12.31,13.359
356,0.067,9.5772,0.10919,6.808,7.413,7.788,7.994,8.321,8.549,8.896,9.577,10.307,10.72,11.008,11.449,11.744,12.32,13.37
357,0.0667,9.5849,0.1092,6.813,7.418,7.794,8,8.328,8.556,8.903,9.585,10.316,10.729,11.018,11.459,11.754,12.331,13.382
358,0.0664,9.5926,0.1092,6.819,7.425,7.801,8.007,8.334,8.562,8.91,9.593,10.324,10.738,11.026,11.468,11.763,12.341,13.393
359,0.0661,9.6002,0.10921,6.824,7.43,7.807,8.013,8.341,8.569,8.917,9.6,10.332,10.746,11.035,11.477,11.773,12.351,13.404
360,0.0659,9.6079,0.10922,6.83,7.436,7.813,8.019,8.348,8.576,8.924,9.608,10.341,10.755,11.044,11.487,11.783,12.361,13.415
